##1 0 (1 39 1 5 0)##
        2176 Oct 22, 1999             1             6            14            29            39 
        2175 Oct 21, 1999            10            23            26            32            35 
        2174 Oct 20, 1999             7            13            26            28            33 
        2173 Oct 19, 1999             5            15            19            31            34 
        2172 Oct 18, 1999            16            25            26            32            36 
        2171 Oct 17, 1999            20            25            27            29            38 
        2170 Oct 16, 1999             1            12            16            21            32 
        2169 Oct 15, 1999             2            13            15            24            38 
        2168 Oct 14, 1999             5            16            17            18            30 
        2167 Oct 13, 1999             1             3            24            29            38 
        2166 Oct 12, 1999             1             4            13            14            25 
        2165 Oct 11, 1999             3            19            27            33            37 
        2164 Oct 10, 1999            15            16            20            27            29 
        2163 Oct 09, 1999             5             9            11            23            35 
        2162 Oct 08, 1999             2            11            12            24            25 
        2161 Oct 07, 1999            14            15            25            28            35 
        2160 Oct 06, 1999             5            10            25            31            38 
        2159 Oct 05, 1999            10            20            28            33            35 
        2158 Oct 04, 1999             2             4            14            18            34 
        2157 Oct 03, 1999             9            13            14            15            30 
        2156 Oct 02, 1999            10            18            21            24            26 
        2155 Oct 01, 1999             1            13            19            24            36 
        2154 Sep 30, 1999             4            20            24            27            34 
        2153 Sep 29, 1999             3             4             9            21            28 
        2152 Sep 28, 1999             3             9            12            17            32 
        2151 Sep 27, 1999             1             4             6            18            21 
        2150 Sep 26, 1999             3            13            15            29            31 
        2149 Sep 25, 1999             2             3             8            27            37 
        2148 Sep 24, 1999             2             5            16            17            19 
        2147 Sep 23, 1999             8            15            16            21            36 
        2146 Sep 22, 1999             6            11            15            26            35 
        2145 Sep 21, 1999             3            14            17            18            23 
        2144 Sep 20, 1999             2             4             7            10            36 
        2143 Sep 19, 1999             5            28            29            32            39 
        2142 Sep 18, 1999             8            12            27            30            34 
        2141 Sep 17, 1999             2             6            18            27            38 
        2140 Sep 16, 1999             2             6            25            28            35 
        2139 Sep 15, 1999            12            15            20            24            28 
        2138 Sep 14, 1999            16            18            22            23            35 
        2137 Sep 13, 1999             3             5            21            27            37 
        2136 Sep 12, 1999             8            10            19            23            33 
        2135 Sep 11, 1999            23            24            26            32            35 
        2134 Sep 10, 1999             2             9            14            17            20 
        2133 Sep 09, 1999             7            16            19            25            38 
        2132 Sep 08, 1999             1            13            21            25            32 
        2131 Sep 07, 1999             5             9            13            19            38 
        2130 Sep 06, 1999             5            15            22            28            39 
        2129 Sep 05, 1999             2             6             7             8            29 
        2128 Sep 04, 1999             5             6            17            26            27 
        2127 Sep 03, 1999            14            17            23            38            39 
        2126 Sep 02, 1999            13            23            27            29            30 
        2125 Sep 01, 1999            13            25            27            32            37 
        2124 Aug 31, 1999             3             8            29            30            39 
        2123 Aug 30, 1999             3            20            22            30            37 
        2122 Aug 29, 1999             5            14            24            30            39 
        2121 Aug 28, 1999             2            12            18            29            39 
        2120 Aug 27, 1999             8            16            18            24            38 
        2119 Aug 26, 1999             5            16            18            21            37 
        2118 Aug 25, 1999             2             7            11            31            37 
        2117 Aug 24, 1999             1             2             4            32            35 
        2116 Aug 23, 1999             9            11            17            20            27 
        2115 Aug 22, 1999             4             7            10            16            17 
        2114 Aug 21, 1999             5            17            21            27            29 
        2113 Aug 20, 1999             2             8            13            20            29 
        2112 Aug 19, 1999             2             3             6             7            17 
        2111 Aug 18, 1999             2            10            16            27            36 
        2110 Aug 17, 1999             1             2             7            13            28 
        2109 Aug 16, 1999             5             6             7            30            32 
        2108 Aug 15, 1999             3             5             8            15            35 
        2107 Aug 14, 1999             6            20            30            31            35 
        2106 Aug 13, 1999             1             2            13            20            21 
        2105 Aug 12, 1999            12            15            17            27            34 
        2104 Aug 11, 1999             7            10            32            36            38 
        2103 Aug 10, 1999             5            11            13            29            39 
        2102 Aug 09, 1999             2             3            10            21            39 
        2101 Aug 08, 1999             3             4            16            28            36 
        2100 Aug 07, 1999             3            15            19            22            35 
        2099 Aug 06, 1999             1             6            24            33            36 
        2098 Aug 05, 1999             1             7            26            28            31 
        2097 Aug 04, 1999             6            25            28            29            37 
        2096 Aug 03, 1999            12            19            24            28            32 
        2095 Aug 02, 1999             3            16            19            24            33 
        2094 Aug 01, 1999             2             3             6            11            29 
        2093 Jul 31, 1999             6            10            18            19            27 
        2092 Jul 30, 1999             1             2            10            29            38 
        2091 Jul 29, 1999             4            13            21            25            33 
        2090 Jul 28, 1999             1             4            15            21            22 
        2089 Jul 27, 1999             4             7            21            23            38 
        2088 Jul 26, 1999             2            17            23            34            36 
        2087 Jul 25, 1999             2            16            23            24            34 
        2086 Jul 24, 1999            12            19            27            32            36 
        2085 Jul 23, 1999             1             3             9            17            39 
        2084 Jul 22, 1999             8            12            20            23            36 
        2083 Jul 21, 1999             1            12            20            32            36 
        2082 Jul 20, 1999             5            14            23            30            39 
        2081 Jul 19, 1999            13            15            29            34            37 
        2080 Jul 18, 1999            13            14            29            32            33 
        2079 Jul 17, 1999             8            16            31            33            39 
        2078 Jul 16, 1999             6            23            26            33            36 
        2077 Jul 15, 1999             7            14            23            34            38 
        2076 Jul 14, 1999             2             5            21            38            39 
        2075 Jul 13, 1999             6            12            15            22            26 
        2074 Jul 12, 1999             8            10            35            36            37 
        2073 Jul 11, 1999             8            18            30            33            34 
        2072 Jul 10, 1999             7            20            23            24            36 
        2071 Jul 09, 1999             4             7             8            14            26 
        2070 Jul 08, 1999             1             2            10            13            15 
        2069 Jul 07, 1999             2             4            22            29            33 
        2068 Jul 06, 1999             9            20            30            34            36 
        2067 Jul 05, 1999             2            27            29            31            33 
        2066 Jul 04, 1999            11            13            16            19            31 
        2065 Jul 03, 1999             5            20            22            25            27 
        2064 Jul 02, 1999             7            16            19            24            26 
        2063 Jul 01, 1999            12            13            31            35            39 
        2062 Jun 30, 1999             1             3            11            34            38 
        2061 Jun 29, 1999             2             6            18            24            39 
        2060 Jun 28, 1999             4            17            22            23            33 
        2059 Jun 27, 1999             2            11            19            20            39 
        2058 Jun 26, 1999             2             3            19            22            37 
        2057 Jun 25, 1999            19            25            27            28            30 
        2056 Jun 24, 1999             6            10            15            25            38 
        2055 Jun 23, 1999            10            13            16            22            35 
        2054 Jun 22, 1999            13            16            18            29            33 
        2053 Jun 21, 1999             3             4             7             9            34 
        2052 Jun 20, 1999             2            19            25            33            35 
        2051 Jun 19, 1999            21            23            24            31            36 
        2050 Jun 18, 1999             1             3            29            32            37 
        2049 Jun 17, 1999            12            16            27            35            37 
        2048 Jun 16, 1999            11            19            21            32            36 
        2047 Jun 15, 1999             1             3            16            31            35 
        2046 Jun 14, 1999             1             8            16            18            26 
        2045 Jun 13, 1999             5            14            29            37            39 
        2044 Jun 12, 1999            20            22            27            34            37 
        2043 Jun 11, 1999             1             8            19            22            38 
        2042 Jun 10, 1999             1             6             9            15            17 
        2041 Jun 09, 1999            20            25            28            34            36 
        2040 Jun 08, 1999            10            13            21            23            39 
        2039 Jun 07, 1999             4            21            24            37            39 
        2038 Jun 06, 1999             2            18            27            31            35 
        2037 Jun 05, 1999             4             5             9            18            22 
        2036 Jun 04, 1999             1            26            28            30            39 
        2035 Jun 03, 1999             1            15            19            27            32 
        2034 Jun 02, 1999             1             8            11            22            33 
        2033 Jun 01, 1999             5            11            27            28            32 
        2032 May 31, 1999             3            10            14            28            35 
        2031 May 30, 1999            12            20            23            26            32 
        2030 May 29, 1999             9            10            21            32            35 
        2029 May 28, 1999             1            14            25            32            37 
        2028 May 27, 1999             4             5             7             8            24 
        2027 May 26, 1999             9            14            28            32            36 
        2026 May 25, 1999            13            18            19            22            32 
        2025 May 24, 1999             1             4            10            25            28 
        2024 May 23, 1999             3             8            10            30            33 
        2023 May 22, 1999             1            15            25            29            30 
        2022 May 21, 1999             3             5            15            35            36 
        2021 May 20, 1999            10            12            27            34            36 
        2020 May 19, 1999             7            11            15            29            36 
        2019 May 18, 1999             2             6            25            36            38 
        2018 May 17, 1999             6             8            10            13            17 
        2017 May 16, 1999             5             9            18            20            33 
        2016 May 15, 1999             5            16            18            29            36 
        2015 May 14, 1999             2            24            28            29            30 
        2014 May 13, 1999            11            15            22            23            31 
        2013 May 12, 1999             1            12            19            20            25 
        2012 May 11, 1999             1             7            13            18            25 
        2011 May 10, 1999             1            16            26            27            37 
        2010 May 09, 1999             2             5             9            10            34 
        2009 May 08, 1999             3             7            14            29            36 
        2008 May 07, 1999             1            11            15            19            21 
        2007 May 06, 1999             1             8            10            26            36 
        2006 May 05, 1999             3             5            11            30            35 
        2005 May 04, 1999             4             9            14            18            34 
        2004 May 03, 1999             7             8            17            18            33 
        2003 May 02, 1999             3             5            10            33            39 
        2002 May 01, 1999             2            23            27            33            38 
        2001 Apr 30, 1999             1             2            16            32            37 
        2000 Apr 29, 1999             9            14            17            22            23 
        1999 Apr 28, 1999             6            14            20            28            37 
        1998 Apr 27, 1999             5            18            22            28            38 
        1997 Apr 26, 1999            10            17            20            24            37 
        1996 Apr 25, 1999            14            20            27            28            30 
        1995 Apr 24, 1999             1            14            16            20            37 
        1994 Apr 23, 1999             3             5             7            17            25 
        1993 Apr 22, 1999            10            13            17            31            39 
        1992 Apr 21, 1999             4             5            23            29            33 
        1991 Apr 20, 1999            12            25            28            32            33 
        1990 Apr 19, 1999             9            14            25            32            35 
        1989 Apr 18, 1999             3             6             7            17            22 
        1988 Apr 17, 1999             4             7            22            32            33 
        1987 Apr 16, 1999            11            16            17            30            37 
        1986 Apr 15, 1999             1            13            18            24            32 
        1985 Apr 14, 1999             2             3             5            11            18 
        1984 Apr 13, 1999             8            10            17            32            35 
        1983 Apr 12, 1999             3            31            33            34            36 
        1982 Apr 11, 1999            15            23            25            30            39 
        1981 Apr 10, 1999             6            19            20            35            36 
        1980 Apr 09, 1999            15            18            26            27            30 
        1979 Apr 08, 1999            15            23            26            30            35 
        1978 Apr 07, 1999             6             7            13            17            24 
        1977 Apr 06, 1999             6             8            21            23            36 
        1976 Apr 05, 1999             6            10            11            30            31 
        1975 Apr 04, 1999             3            15            17            33            34 
        1974 Apr 03, 1999             8            15            28            29            33 
        1973 Apr 02, 1999             1             6            13            15            39 
        1972 Apr 01, 1999             8            18            20            24            29 
        1971 Mar 31, 1999             1             4            26            33            37 
        1970 Mar 30, 1999             1             6            21            32            37 
        1969 Mar 29, 1999             3            15            17            29            38 
        1968 Mar 28, 1999             5            10            16            17            35 
        1967 Mar 27, 1999             7            10            17            37            38 
        1966 Mar 26, 1999             6            16            25            27            39 
        1965 Mar 25, 1999            14            16            21            23            24 
        1964 Mar 24, 1999             6            12            26            35            37 
        1963 Mar 23, 1999             5             7            16            27            31 
        1962 Mar 22, 1999             8            14            16            29            37 
        1961 Mar 21, 1999             3             5            24            28            29 
        1960 Mar 20, 1999             8             9            20            28            35 
        1959 Mar 19, 1999            10            11            25            36            37 
        1958 Mar 18, 1999             7            13            20            22            33 
        1957 Mar 17, 1999             5            11            13            25            37 
        1956 Mar 16, 1999             2             5            13            15            39 
        1955 Mar 15, 1999             5             9            16            23            24 
        1954 Mar 14, 1999            10            24            25            28            33 
        1953 Mar 13, 1999             2             3            12            27            34 
        1952 Mar 12, 1999             7             8            18            34            35 
        1951 Mar 11, 1999             1             7            29            34            36 
        1950 Mar 10, 1999             2            24            31            34            35 
        1949 Mar 09, 1999             4             7            31            34            38 
        1948 Mar 08, 1999             6             7            17            32            37 
        1947 Mar 07, 1999             9            12            13            21            39 
        1946 Mar 06, 1999             6             7             8            23            25 
        1945 Mar 05, 1999             1             2             8            26            37 
        1944 Mar 04, 1999             9            21            31            32            34 
        1943 Mar 03, 1999             2             7            11            24            34 
        1942 Mar 02, 1999            21            22            23            28            30 
        1941 Mar 01, 1999            20            21            22            25            38 
        1940 Feb 28, 1999             8            12            13            18            31 
        1939 Feb 27, 1999             6            10            14            21            30 
        1938 Feb 26, 1999             4             5             6            24            33 
        1937 Feb 25, 1999             5             6            23            33            38 
        1936 Feb 24, 1999             3             7            20            24            30 
        1935 Feb 23, 1999             6            11            12            14            30 
        1934 Feb 22, 1999             6            16            25            30            39 
        1933 Feb 21, 1999             1             2             4            28            34 
        1932 Feb 20, 1999             9            10            13            25            26 
        1931 Feb 19, 1999             1             2            14            15            21 
        1930 Feb 18, 1999             1             3             9            27            39 
        1929 Feb 17, 1999             7            12            19            28            34 
        1928 Feb 16, 1999            16            29            31            34            39 
        1927 Feb 15, 1999             1             4            11            15            35 
        1926 Feb 14, 1999             2             7            23            25            32 
        1925 Feb 13, 1999            19            24            28            35            38 
        1924 Feb 12, 1999             4            31            33            35            38 
        1923 Feb 11, 1999             6            10            18            19            32 
        1922 Feb 10, 1999             3             5            18            22            25 
        1921 Feb 09, 1999             8            14            20            21            29 
        1920 Feb 08, 1999             4             5             6            10            12 
        1919 Feb 07, 1999            10            24            26            32            37 
        1918 Feb 06, 1999            11            17            24            26            27 
        1917 Feb 05, 1999             3             6            10            24            32 
        1916 Feb 04, 1999             2            13            14            19            35 
        1915 Feb 03, 1999            11            13            14            24            31 
        1914 Feb 02, 1999             8            10            14            30            36 
        1913 Feb 01, 1999             6            24            31            35            38 
        1912 Jan 31, 1999             6             9            10            17            24 
        1911 Jan 30, 1999             1             5            14            16            24 
        1910 Jan 29, 1999             9            20            21            30            36 
        1909 Jan 28, 1999            20            21            22            30            31 
        1908 Jan 27, 1999             5            15            17            18            25 
        1907 Jan 26, 1999             6            17            24            25            30 
        1906 Jan 25, 1999             4             5            28            32            39 
        1905 Jan 24, 1999             3             5            24            26            27 
        1904 Jan 23, 1999             4             7            11            24            28 
        1903 Jan 22, 1999            15            18            24            34            38 
        1902 Jan 21, 1999            10            12            16            22            29 
        1901 Jan 20, 1999             8            15            17            25            28 
        1900 Jan 19, 1999            18            26            27            35            36 
        1899 Jan 18, 1999             8            21            23            37            39 
        1898 Jan 17, 1999             7            12            13            17            33 
        1897 Jan 16, 1999             2             9            13            21            34 
        1896 Jan 15, 1999             4            10            20            21            32 
        1895 Jan 14, 1999            23            25            30            37            39 
        1894 Jan 13, 1999             3             5            17            25            32 
        1893 Jan 12, 1999             6            10            19            22            37 
        1892 Jan 11, 1999             2             5            26            29            32 
        1891 Jan 10, 1999             2            18            22            26            31 
        1890 Jan 09, 1999             7            14            15            16            21 
        1889 Jan 08, 1999            18            21            29            32            33 
        1888 Jan 07, 1999            14            18            34            36            38 
        1887 Jan 06, 1999            19            20            21            25            39 
        1886 Jan 05, 1999             4            15            24            30            38 
        1885 Jan 04, 1999            11            20            22            35            36 
        1884 Jan 03, 1999            11            22            24            36            39 
        1883 Jan 02, 1999             3             4             7            25            38 
        1882 Jan 01, 1999             2             3            12            27            28 
        1881 Dec 31, 1998             9            11            12            27            30 
        1880 Dec 30, 1998            12            24            26            29            39 
        1879 Dec 29, 1998             3            16            18            19            23 
        1878 Dec 28, 1998             1             2            20            22            37 
        1877 Dec 27, 1998            18            19            32            36            37 
        1876 Dec 26, 1998            11            18            25            34            39 
        1875 Dec 25, 1998             5            13            25            35            37 
        1874 Dec 24, 1998             2             6            11            33            35 
        1873 Dec 23, 1998             5            13            19            22            24 
        1872 Dec 22, 1998             5            12            24            26            30 
        1871 Dec 21, 1998            13            15            18            29            36 
        1870 Dec 20, 1998             1             4            11            20            29 
        1869 Dec 19, 1998             6             8            27            29            37 
        1868 Dec 18, 1998             1             5             7            12            19 
        1867 Dec 17, 1998             8            11            25            30            32 
        1866 Dec 16, 1998             7            10            17            23            31 
        1865 Dec 15, 1998             9            20            26            27            32 
        1864 Dec 14, 1998             2            12            13            30            33 
        1863 Dec 13, 1998             5            15            28            29            32 
        1862 Dec 12, 1998            17            20            26            29            36 
        1861 Dec 11, 1998            19            21            31            34            36 
        1860 Dec 10, 1998             9            18            19            23            26 
        1859 Dec 09, 1998             2             6             8            28            32 
        1858 Dec 08, 1998             4            20            32            35            36 
        1857 Dec 07, 1998             6            26            29            30            34 
        1856 Dec 06, 1998             4             6            11            21            25 
        1855 Dec 05, 1998             5            30            32            37            39 
        1854 Dec 04, 1998             3             5            20            28            32 
        1853 Dec 03, 1998             2             3            10            18            25 
        1852 Dec 02, 1998             3             4            16            22            35 
        1851 Dec 01, 1998             6            11            17            22            31 
        1850 Nov 30, 1998             3             9            11            12            33 
        1849 Nov 29, 1998             2            14            25            27            36 
        1848 Nov 28, 1998            19            30            31            32            33 
        1847 Nov 27, 1998            10            13            14            21            34 
        1846 Nov 26, 1998            13            14            16            27            31 
        1845 Nov 25, 1998             3            20            26            32            36 
        1844 Nov 24, 1998             6            10            28            32            38 
        1843 Nov 23, 1998            15            16            18            20            22 
        1842 Nov 22, 1998             3             4             9            30            34 
        1841 Nov 21, 1998             3            11            14            22            39 
        1840 Nov 20, 1998             3            17            20            33            38 
        1839 Nov 19, 1998            14            16            26            30            37 
        1838 Nov 18, 1998             6            11            20            22            34 
        1837 Nov 17, 1998            13            14            24            31            38 
        1836 Nov 16, 1998            21            25            34            36            39 
        1835 Nov 15, 1998             4             8            22            25            27 
        1834 Nov 14, 1998             6             7            13            14            29 
        1833 Nov 13, 1998            12            13            21            28            35 
        1832 Nov 12, 1998             6            19            22            23            34 
        1831 Nov 11, 1998             3             5            14            18            37 
        1830 Nov 10, 1998            10            21            22            26            37 
        1829 Nov 09, 1998             3             5            13            32            33 
        1828 Nov 08, 1998             7            12            14            15            32 
        1827 Nov 07, 1998             2            12            28            34            35 
        1826 Nov 06, 1998             7            15            17            19            36 
        1825 Nov 05, 1998            12            15            21            23            35 
        1824 Nov 04, 1998            20            21            24            25            33 
        1823 Nov 03, 1998             4            15            29            30            34 
        1822 Nov 02, 1998             9            11            27            35            38 
        1821 Nov 01, 1998             7             9            18            23            25 
        1820 Oct 31, 1998            12            15            22            26            27 
        1819 Oct 30, 1998             2            27            28            36            37 
        1818 Oct 29, 1998             2            20            22            27            37 
        1817 Oct 28, 1998             3             4             7            26            30 
        1816 Oct 27, 1998             1             3            28            36            37 
        1815 Oct 26, 1998            12            15            20            21            29 
        1814 Oct 25, 1998             4            21            27            34            36 
        1813 Oct 24, 1998             2             6             9            19            26 
        1812 Oct 23, 1998             4             8            17            21            25 
        1811 Oct 22, 1998             1             4            28            35            38 
        1810 Oct 21, 1998             7            10            17            38            39 
        1809 Oct 20, 1998            13            14            28            29            30 
        1808 Oct 19, 1998             3            21            25            29            31 
        1807 Oct 18, 1998             1             8            17            21            27 
        1806 Oct 17, 1998             3             6            13            36            39 
        1805 Oct 16, 1998             7            15            22            31            32 
        1804 Oct 15, 1998             4             5            15            22            26 
        1803 Oct 14, 1998             3            11            13            33            38 
        1802 Oct 13, 1998            16            20            27            30            37 
        1801 Oct 12, 1998             3             6            13            38            39 
        1800 Oct 11, 1998            12            20            22            25            39 
        1799 Oct 10, 1998             9            27            28            30            34 
        1798 Oct 09, 1998            11            13            23            24            30 
        1797 Oct 08, 1998             4            12            13            18            39 
        1796 Oct 07, 1998             4            10            27            29            36 
        1795 Oct 06, 1998            10            11            17            19            27 
        1794 Oct 05, 1998             5            28            32            33            36 
        1793 Oct 04, 1998             4             5            13            28            37 
        1792 Oct 03, 1998             4            10            17            20            32 
        1791 Oct 02, 1998            11            18            27            31            32 
        1790 Oct 01, 1998             6             9            18            27            31 
        1789 Sep 30, 1998             6             7            18            35            36 
        1788 Sep 29, 1998            12            17            25            33            35 
        1787 Sep 28, 1998            13            17            19            27            36 
        1786 Sep 27, 1998             5            14            30            35            39 
        1785 Sep 26, 1998             6            11            15            29            32 
        1784 Sep 25, 1998             3             9            11            16            32 
        1783 Sep 24, 1998            18            20            30            31            33 
        1782 Sep 23, 1998             9            25            28            33            37 
        1781 Sep 22, 1998            11            12            24            25            34 
        1780 Sep 21, 1998            11            19            29            35            38 
        1779 Sep 20, 1998             5            15            25            29            31 
        1778 Sep 19, 1998            10            12            14            18            19 
        1777 Sep 18, 1998             4             6            11            35            36 
        1776 Sep 17, 1998            12            14            22            24            35 
        1775 Sep 16, 1998            12            14            27            29            39 
        1774 Sep 15, 1998             3             4             8            26            38 
        1773 Sep 14, 1998             8             9            11            18            35 
        1772 Sep 13, 1998            19            20            21            22            37 
        1771 Sep 12, 1998             9            24            27            28            38 
        1770 Sep 11, 1998             6             7             9            21            29 
        1769 Sep 10, 1998            12            15            17            35            36 
        1768 Sep 09, 1998             3            12            20            26            35 
        1767 Sep 08, 1998             8             9            10            29            37 
        1766 Sep 07, 1998             3             8            11            16            23 
        1765 Sep 06, 1998             5            12            31            34            39 
        1764 Sep 05, 1998             1             3            17            24            36 
        1763 Sep 04, 1998             1            15            17            20            33 
        1762 Sep 03, 1998             1            11            19            26            37 
        1761 Sep 02, 1998             3             5            14            28            33 
        1760 Sep 01, 1998             7            12            17            29            31 
        1759 Aug 31, 1998             4            17            25            29            31 
        1758 Aug 30, 1998             3             5            15            18            31 
        1757 Aug 29, 1998            16            17            18            25            37 
        1756 Aug 28, 1998             4             7            12            20            28 
        1755 Aug 27, 1998            14            18            23            29            37 
        1754 Aug 26, 1998             5            18            21            31            33 
        1753 Aug 25, 1998            15            16            22            27            33 
        1752 Aug 24, 1998             7            13            29            33            36 
        1751 Aug 23, 1998             6            14            18            23            39 
        1750 Aug 22, 1998             2             7             8            13            30 
        1749 Aug 21, 1998             6            20            23            34            39 
        1748 Aug 20, 1998            11            14            27            32            34 
        1747 Aug 19, 1998             2            15            26            30            32 
        1746 Aug 18, 1998             2             8             9            11            37 
        1745 Aug 17, 1998             1            19            24            27            30 
        1744 Aug 16, 1998             1            14            23            35            38 
        1743 Aug 15, 1998             2            22            25            31            39 
        1742 Aug 14, 1998             3            11            12            31            34 
        1741 Aug 13, 1998             2             9            11            13            30 
        1740 Aug 12, 1998             7            17            33            37            39 
        1739 Aug 11, 1998             7            17            25            32            36 
        1738 Aug 10, 1998            11            13            14            15            17 
        1737 Aug 09, 1998             9            16            24            28            30 
        1736 Aug 08, 1998            11            15            19            27            38 
        1735 Aug 07, 1998             7            11            18            19            32 
        1734 Aug 06, 1998             6            10            13            14            29 
        1733 Aug 05, 1998             8            11            14            24            39 
        1732 Aug 04, 1998             2             9            31            33            39 
        1731 Aug 03, 1998            28            29            32            33            38 
        1730 Aug 02, 1998             1             4            25            35            37 
        1729 Aug 01, 1998            14            17            32            34            35 
        1728 Jul 31, 1998             1             2            14            28            29 
        1727 Jul 30, 1998             8            20            26            28            38 
        1726 Jul 29, 1998             2             6            28            30            34 
        1725 Jul 28, 1998             1            10            13            15            16 
        1724 Jul 27, 1998             6            17            34            36            37 
        1723 Jul 26, 1998             2            11            14            31            37 
        1722 Jul 25, 1998            11            17            27            28            30 
        1721 Jul 24, 1998             2             5             7            12            17 
        1720 Jul 23, 1998             3             4             7            12            32 
        1719 Jul 22, 1998             7             8            20            26            31 
        1718 Jul 21, 1998             9            15            24            29            31 
        1717 Jul 20, 1998             4            13            31            34            35 
        1716 Jul 19, 1998             2             7            21            24            27 
        1715 Jul 18, 1998             6            15            20            23            37 
        1714 Jul 17, 1998             7            12            13            22            28 
        1713 Jul 16, 1998            11            13            15            27            28 
